,account_length,international_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_charges,total_calls,total_minutes
3579,150,1,0,114.8,145.51000000000022,19.52,135.3,78,11.5,218.4,98.0,9.83,15.6,4,4.21,1,1,45.06,325.5100000000002,484.1
3580,76,0,0,212.5,124.0,36.13,215.5,110,18.32,128.0,94.0,5.76,5.7,9,1.54,3,0,61.75,337.0,561.7
3581,159,0,36,288.2,120.0,48.99,227.1,105,19.3,198.2,113.0,8.92,13.3,7,3.59,1,0,80.8,345.0,726.8
3582,66,0,0,192.4,98.0,32.71,187.0,93,15.9,132.9,82.0,5.98,11.2,1,3.02,0,0,57.61,274.0,523.5
3583,139,0,0,102.2,76.0,17.37,230.0,106,19.55,183.4,136.0,8.25,10.8,4,2.92,1,0,48.09,322.0,526.4
3584,122,0,0,91.59,114.0,15.573500000000001,214.1,98,18.2,154.9,120.0,6.97,10.0,4,2.7,0,0,43.4435,336.0,470.59000000000003
3585,91,1,0,153.2,70.0,26.04,231.7,91,19.69,118.09,80.0,5.3145,9.8,3,2.65,4,1,53.694500000000005,244.0,512.79
3586,131,0,0,91.59,79.0,15.573500000000001,163.5,104,13.9,128.1,67.0,5.76,10.1,4,2.73,1,0,37.9635,254.0,393.29
3587,135,0,0,247.2,67.0,42.02,168.7,122,14.34,169.8,100.0,7.64,6.6,1,1.78,0,0,65.78,290.0,592.3000000000001
3588,129,0,0,220.2,117.0,37.43,261.1,102,22.19,165.9,132.0,7.47,10.8,1,2.92,2,0,70.01,352.0,658.0
3589,85,0,0,116.9,75.0,19.87,183.3,109,15.58,307.4,119.0,13.83,10.0,8,2.7,2,0,51.980000000000004,311.0,617.5999999999999
3590,125,0,0,175.9,98.0,29.9,192.8,147,16.39,278.2,110.0,12.52,10.6,5,2.86,0,0,61.67,360.0,657.5000000000001
3591,67,0,0,208.0,95.0,35.36,234.8,81,19.96,266.0,80.0,11.97,11.7,6,3.16,3,0,70.45,262.0,720.5
3592,61,0,28,239.9,110.0,40.78,218.9,87,18.61,166.0,67.0,7.47,12.1,4,3.27,1,0,70.13,268.0,636.9
3593,135,0,0,174.8,112.0,29.72,218.0,125,18.53,180.1,102.0,8.1,12.7,6,3.43,3,0,59.78,345.0,585.6
3594,43,0,26,141.5,94.0,24.06,196.4,123,16.69,172.4,100.0,7.76,12.9,1,3.48,3,0,51.989999999999995,318.0,523.1999999999999
3595,120,0,0,91.59,123.0,15.573500000000001,212.1,106,18.03,224.6,104.0,10.11,10.2,4,2.75,3,0,46.4635,337.0,538.49
3596,62,0,0,238.9,102.0,40.61,161.4,115,13.72,248.5,103.0,11.18,13.4,4,3.62,0,0,69.13,324.0,662.1999999999999
3597,160,0,36,179.8,104.0,30.57,144.8,115,12.31,209.1,89.0,9.41,11.1,8,3.0,3,0,55.290000000000006,316.0,544.8000000000001
3598,67,1,0,225.9,78.0,38.4,243.1,83,20.66,118.09,94.0,5.3145,13.5,2,3.65,2,1,68.0245,257.0,600.59
3599,98,0,0,189.8,113.0,32.27,271.5,111,23.08,218.9,96.0,9.85,13.0,5,3.51,1,0,68.71000000000001,325.0,693.2
3600,103,1,0,267.0,97.0,45.39,204.3,147,17.37,246.9,67.0,11.11,11.3,7,3.05,1,1,76.92,318.0,729.5
3601,121,0,0,217.3,79.0,36.94,218.0,106,18.53,166.5,69.0,7.49,11.5,7,3.11,1,0,66.07,261.0,613.3
3602,111,0,0,129.1,92.0,21.95,148.9,132,12.66,264.0,103.0,11.88,16.551000000000023,7,4.470200000000005,2,0,50.9602,334.0,558.551
3603,127,0,0,135.5,110.0,23.04,146.0,116,12.41,208.0,88.0,9.36,10.7,4,2.89,2,0,47.7,318.0,500.2
3604,65,1,0,183.4,67.0,31.18,183.6,80,15.61,153.5,83.0,6.91,10.7,4,2.89,4,1,56.59,234.0,531.2
3605,86,1,0,223.0,109.0,37.91,286.2,76,24.33,257.8,132.0,11.6,7.5,7,2.03,3,1,75.86999999999999,324.0,774.5
3606,119,0,0,140.0,135.0,23.8,138.9,103,11.81,230.2,121.0,10.36,6.1,6,1.65,0,0,47.620000000000005,365.0,515.2
3607,113,0,0,126.0,90.0,21.42,205.8,92,17.49,217.0,121.0,9.76,12.8,1,3.46,0,0,52.129999999999995,304.0,561.5999999999999
3608,126,0,0,228.2,68.0,38.79,170.2,102,14.47,168.9,72.0,7.6,10.2,6,2.75,1,0,63.61,248.0,577.5
3609,103,1,0,278.4,121.0,47.33,252.2,139,21.44,202.3,96.0,9.1,13.7,1,3.7,1,1,81.57,357.0,746.6
3610,104,0,0,285.3,75.0,48.5,130.8,111,11.12,181.8,99.0,8.18,10.5,2,2.84,2,0,70.64,287.0,608.4000000000001
3611,56,0,0,222.9,100.0,37.89,145.2,110,12.34,170.6,129.0,7.68,5.7,8,1.54,1,0,59.45,347.0,544.4000000000001
3612,56,0,36,153.7,97.0,26.13,271.4,91,23.07,179.0,121.0,8.06,8.3,2,2.24,1,0,59.5,311.0,612.3999999999999
3613,155,1,0,176.1,88.0,29.94,244.5,84,20.78,189.9,99.0,8.55,11.2,1,3.02,2,1,62.290000000000006,272.0,621.7
3614,100,0,36,304.85500000000013,71.0,51.82590000000002,243.3,72,20.68,125.9,114.0,5.67,10.5,4,2.84,2,0,81.01590000000002,261.0,684.5550000000001
3615,113,0,0,203.4,85.0,34.58,219.8,140,18.68,240.0,107.0,10.8,8.3,5,2.24,1,0,66.3,337.0,671.5
3616,103,0,36,230.7,112.0,39.22,318.651,116,27.0851,299.4,77.0,13.47,7.9,3,2.13,2,0,81.9051,308.0,856.651
3617,160,0,0,118.9,106.0,20.21,163.5,75,13.9,195.0,131.0,8.78,13.1,4,3.54,0,0,46.43,316.0,490.5
3618,142,0,34,219.5,85.0,37.32,144.0,120,12.24,258.2,84.0,11.62,7.0,3,1.89,1,0,63.07,292.0,628.7
3619,73,0,34,252.9,103.0,42.99,220.1,79,18.71,144.9,67.0,6.52,11.4,3,3.08,0,0,71.30000000000001,252.0,629.3
3620,135,0,36,172.6,77.0,29.34,203.4,102,17.29,264.2,108.0,11.89,10.4,2,2.81,1,0,61.33,289.0,650.5999999999999
3621,29,0,0,262.0,112.0,44.54,118.2,67,10.05,195.1,120.0,8.78,10.7,5,2.89,1,0,66.26,304.0,586.0000000000001
3622,158,0,0,123.3,115.0,20.96,130.4,91,11.08,243.7,119.0,10.97,11.2,3,3.02,3,0,46.03,328.0,508.59999999999997
3623,104,1,0,210.9,90.0,35.85,272.2,101,23.14,304.3,86.0,13.69,10.6,5,2.86,3,1,75.54,282.0,798.0000000000001
3624,74,0,0,143.7,97.0,24.43,229.6,110,19.52,118.09,100.0,5.3145,11.8,5,3.19,1,0,52.454499999999996,312.0,503.19
3625,28,0,0,171.2,90.0,29.1,173.9,67,14.78,210.5,139.0,9.47,14.0,4,3.78,2,0,57.13,300.0,569.6
3626,45,1,0,189.6,96.0,32.23,171.7,69,14.59,222.0,102.0,9.99,13.9,7,3.75,1,1,60.56,274.0,597.1999999999999
3627,60,0,0,229.5,91.0,39.02,157.7,67,13.4,162.4,76.0,7.31,13.2,3,3.56,2,0,63.29,237.0,562.8
3628,167,1,0,128.6,108.0,21.86,248.3,92,21.11,130.1,115.0,5.85,10.4,2,2.81,4,1,51.629999999999995,317.0,517.4
3629,152,0,26,214.8,82.0,36.52,226.7,135,19.27,206.7,97.0,9.3,7.6,9,2.05,1,0,67.14,323.0,655.8000000000001
3630,140,0,0,187.1,110.0,31.81,158.0,70,13.43,211.4,123.0,9.51,8.5,2,2.3,2,0,57.05,305.0,565.0
3631,94,0,31,209.3,90.0,35.58,281.7,111,23.94,190.1,67.0,8.55,7.9,5,2.13,0,0,70.2,273.0,688.9999999999999
3632,88,0,0,141.7,102.0,24.09,226.2,125,19.23,118.09,93.0,5.3145,11.9,8,3.21,0,0,51.8445,328.0,497.88999999999993
3633,167,0,22,173.6,67.0,29.51,142.2,83,12.09,156.5,93.0,7.04,5.7,3,1.54,1,0,50.18000000000001,246.0,478.0
3634,57,0,0,176.9,75.0,30.07,204.2,86,17.36,254.1,90.0,11.43,6.1,4,1.65,1,0,60.51,255.0,641.3000000000001
3635,102,0,27,109.8,67.0,18.67,207.3,76,17.62,236.9,101.0,10.66,10.3,7,2.78,0,0,49.730000000000004,251.0,564.3
3636,49,1,0,202.3,105.0,34.39,195.4,131,16.61,190.1,88.0,8.55,9.0,2,2.43,3,1,61.980000000000004,326.0,596.8
3637,167,0,0,221.6,109.0,37.67,126.2,94,10.73,212.2,98.0,9.55,6.4,2,1.73,0,0,59.68000000000001,303.0,566.4
3638,64,1,0,131.3,105.0,22.32,118.2,114,10.05,246.2,125.0,11.08,12.7,4,3.43,4,1,46.879999999999995,348.0,508.4
3639,105,1,0,274.0,145.51000000000022,46.58,263.0,69,22.36,195.9,93.0,8.82,11.3,3,3.05,3,1,80.81,310.5100000000002,744.1999999999999
3640,81,0,33,200.3,103.0,34.05,216.9,96,18.44,249.8,100.0,11.24,15.5,4,4.19,1,0,67.92,303.0,682.5
3641,63,0,0,204.0,119.0,34.68,161.7,90,13.74,202.6,113.0,9.12,9.4,4,2.54,3,0,60.080000000000005,326.0,577.6999999999999
3642,126,0,0,193.1,114.0,32.83,118.2,67,10.05,186.2,73.0,8.38,11.1,1,3.0,3,0,54.260000000000005,255.0,508.59999999999997
3643,153,0,0,202.2,132.0,34.37,158.9,78,13.51,118.09,98.0,5.3145,8.6,4,2.32,2,0,55.51449999999999,312.0,487.78999999999996
3644,67,0,0,245.1,118.0,41.67,185.2,94,15.74,193.6,112.0,8.71,8.1,3,2.19,3,0,68.31,327.0,632.0
3645,65,0,0,158.3,71.0,26.91,168.3,119,14.31,139.9,119.0,6.3,6.6,6,1.78,2,0,49.300000000000004,315.0,473.1000000000001
3646,21,0,0,138.1,79.0,23.48,186.9,75,15.89,194.2,105.0,8.74,12.1,1,3.27,0,0,51.38,260.0,531.3
3647,72,0,0,212.7,92.0,36.16,306.4,100,26.04,140.3,90.0,6.31,12.9,6,3.48,0,0,71.99,288.0,672.3
3648,167,1,0,304.2,111.0,51.71,306.6,67,26.06,207.9,98.0,9.36,9.5,2,2.57,4,1,89.7,278.0,828.2
3649,150,0,24,212.4,145.51000000000022,36.11,168.7,91,14.34,199.4,112.0,8.97,9.7,1,2.62,2,0,62.040000000000006,349.5100000000002,590.2
3650,108,1,0,137.3,68.0,23.34,143.8,94,12.22,238.7,101.0,10.74,8.9,1,2.4,1,1,48.7,264.0,528.6999999999999
3651,129,0,10,161.4,91.0,27.44,183.1,102,15.56,240.3,67.0,10.81,12.9,3,3.48,1,0,57.290000000000006,263.0,597.7
3652,73,0,0,202.9,108.0,34.49,285.9,121,24.3,219.0,102.0,9.86,12.8,5,3.46,1,0,72.11,336.0,720.5999999999999
3653,90,0,0,272.2,75.0,46.27,122.9,96,10.45,252.6,100.0,11.37,9.2,2,2.48,0,0,70.57000000000001,273.0,656.9
3654,105,0,0,98.2,103.0,16.69,140.3,91,11.93,140.2,106.0,6.31,13.9,1,3.75,1,0,38.68,301.0,392.59999999999997
3655,115,0,0,91.59,81.0,15.573500000000001,195.7,91,16.63,190.1,67.0,8.55,11.7,6,3.16,1,0,43.9135,245.0,489.09
3656,82,0,0,207.2,114.0,35.22,163.7,97,13.91,192.8,79.0,8.68,9.3,4,2.51,4,0,60.31999999999999,294.0,573.0
3657,77,0,0,208.8,117.0,35.5,175.4,81,14.91,171.5,105.0,7.72,13.4,3,3.62,0,0,61.75,306.0,569.1
3658,167,0,0,159.9,67.0,27.18,237.3,124,20.17,290.2,99.0,13.06,13.4,4,3.62,3,0,64.03,294.0,700.8000000000001
3659,139,0,0,185.1,101.0,31.47,266.7,75,22.67,207.9,95.0,9.36,9.0,3,2.43,3,0,65.93,274.0,668.7
3660,94,0,0,139.1,93.0,23.65,237.9,100,20.22,227.1,67.0,10.22,11.4,3,3.08,1,0,57.17,263.0,615.5
3661,95,0,0,155.5,99.0,26.44,167.0,75,14.2,190.7,125.0,8.58,13.2,4,3.56,1,0,52.78,303.0,526.4000000000001
3662,138,0,0,180.5,82.0,30.69,242.4,103,20.6,244.4,89.0,11.0,10.3,7,2.78,2,0,65.07,281.0,677.5999999999999
3663,105,0,0,204.6,111.0,34.78,134.4,109,11.42,260.8,69.0,11.74,5.7,7,1.54,1,0,59.480000000000004,296.0,605.5
3664,81,1,0,220.4,76.0,37.47,276.4,122,23.49,239.5,112.0,10.78,11.4,5,3.08,1,1,74.82,315.0,747.6999999999999
3665,127,0,0,223.2,137.0,37.94,144.7,119,12.3,118.09,109.0,5.3145,8.6,4,2.32,2,0,57.8745,369.0,494.59
3666,84,0,0,109.1,114.0,18.55,231.4,113,19.67,274.0,112.0,12.33,9.6,4,2.59,0,0,53.14,343.0,624.1
3667,47,0,30,136.5,101.0,23.21,174.9,74,14.87,146.4,91.0,6.59,10.9,3,2.94,2,0,47.61,269.0,468.69999999999993
3668,128,1,0,192.8,96.0,32.78,136.6,86,11.61,151.8,75.0,6.83,13.5,4,3.65,1,1,54.870000000000005,261.0,494.70000000000005
3669,76,1,0,293.8,94.0,49.95,169.6,67,14.42,160.4,103.0,7.22,13.7,9,3.7,0,1,75.29,273.0,637.5000000000001
3670,167,0,0,130.5,67.0,22.19,118.2,102,10.05,221.6,116.0,9.97,11.2,5,3.02,1,0,45.230000000000004,290.0,481.5
3671,104,0,0,186.8,102.0,31.76,176.3,114,14.99,222.2,84.0,10.0,13.0,3,3.51,0,0,60.260000000000005,303.0,598.3
3672,136,0,0,110.2,92.0,18.73,219.4,109,18.65,188.1,67.0,8.46,12.3,4,3.32,2,0,49.16,272.0,530.0
3673,83,0,33,228.2,85.0,38.79,249.2,114,21.18,118.09,89.0,5.3145,10.2,7,2.75,0,0,68.03450000000001,295.0,605.69
3674,78,1,0,176.6,107.0,30.02,179.4,98,15.25,178.2,80.0,8.02,16.551000000000023,5,4.470200000000005,2,1,57.760200000000005,290.0,550.751
3675,135,0,36,241.4,102.0,41.04,206.4,78,17.54,196.6,104.0,8.85,9.4,6,2.54,0,0,69.97,290.0,653.8
3676,79,0,0,174.8,88.0,29.72,197.0,94,16.75,118.09,103.0,5.3145,8.6,6,2.32,3,0,54.1045,291.0,498.49
3677,133,0,0,171.8,67.0,29.21,177.1,83,15.05,223.0,96.0,10.04,10.3,4,2.78,1,0,57.08,250.0,582.1999999999999
3678,76,0,36,190.8,67.0,32.44,221.9,101,18.86,211.2,104.0,9.5,12.3,4,3.32,1,0,64.12,276.0,636.1999999999999
3679,167,0,0,212.3,106.0,36.09,191.1,71,16.24,224.9,79.0,10.12,9.4,8,2.54,3,0,64.99,264.0,637.7
3680,73,0,0,159.0,123.0,27.03,233.3,95,19.83,178.9,147.51000000000022,8.05,15.2,3,4.1,2,0,59.01,368.5100000000002,586.4000000000001
3681,167,0,36,178.4,103.0,30.33,184.4,79,15.67,203.3,94.0,9.15,7.2,3,1.94,3,0,57.09,279.0,573.3000000000001
3682,106,0,0,222.1,123.0,37.76,276.8,92,23.53,213.5,99.0,9.61,9.0,3,2.43,0,0,73.33,317.0,721.4000000000001
3683,90,0,0,190.0,98.0,32.3,196.1,111,16.67,216.4,67.0,9.74,8.0,6,2.16,2,0,60.87,282.0,610.5
3684,112,0,17,120.0,94.0,20.4,118.2,104,10.05,214.0,94.0,9.63,8.7,1,2.35,1,0,42.42999999999999,293.0,460.9
3685,92,0,0,145.9,90.0,24.8,148.1,105,12.59,241.3,93.0,10.86,8.4,1,2.27,2,0,50.519999999999996,289.0,543.7
3686,35,0,0,179.8,82.0,30.57,176.1,78,14.97,132.6,85.0,5.97,12.0,5,3.24,1,0,54.75,250.0,500.5
3687,28,0,0,225.7,70.0,38.37,206.9,90,17.59,167.9,88.0,7.56,13.8,3,3.73,1,0,67.25,251.0,614.3
3688,93,0,0,199.7,109.0,33.95,118.2,68,10.05,241.0,109.0,10.85,7.1,2,1.92,0,0,56.769999999999996,288.0,566.0
3689,26,0,0,150.0,67.0,25.5,225.0,90,19.13,202.3,99.0,9.1,9.2,5,2.48,3,0,56.209999999999994,261.0,586.5
3690,33,1,0,247.1,114.0,42.01,146.5,110,12.45,208.9,94.0,9.4,10.6,2,2.86,4,1,66.72,320.0,613.1
3691,120,0,0,215.7,75.0,36.67,244.4,105,20.77,211.2,91.0,9.5,11.4,5,3.08,2,0,70.02,276.0,682.6999999999999
3692,124,0,0,94.8,102.0,16.12,238.9,91,20.31,279.4,94.0,12.57,11.6,3,3.13,2,0,52.129999999999995,290.0,624.7
3693,56,0,0,91.59,115.0,15.573500000000001,159.0,67,13.52,245.7,99.0,11.06,10.1,4,2.73,1,0,42.8835,285.0,506.39
3694,39,0,0,157.2,81.0,26.72,247.7,131,21.05,215.7,141.0,9.71,9.9,9,2.67,1,0,60.150000000000006,362.0,630.4999999999999
3695,158,0,0,119.8,123.0,20.37,262.2,122,22.29,219.8,111.0,9.89,12.4,5,3.35,1,0,55.9,361.0,614.1999999999999
3696,52,0,24,229.1,86.0,38.95,168.7,124,14.34,245.4,75.0,11.04,14.6,2,3.94,1,0,68.27,287.0,657.8000000000001
3697,112,0,0,135.1,112.0,22.97,226.3,85,19.24,118.09,108.0,5.3145,11.1,6,3.0,1,0,50.524499999999996,311.0,490.59000000000003
3698,12,0,0,239.7,112.0,40.75,221.1,122,18.79,207.3,109.0,9.33,11.1,3,3.0,2,0,71.87,346.0,679.2
3699,109,1,0,159.6,136.0,27.13,151.0,126,12.84,142.1,67.0,6.39,7.3,4,1.97,4,1,48.33,333.0,460.0
3700,142,0,36,231.2,125.0,39.3,174.8,121,14.86,171.2,87.0,7.7,12.4,2,3.35,4,0,65.21,335.0,589.6
3701,60,0,0,203.7,95.0,34.63,212.6,122,18.07,177.1,103.0,7.97,7.9,1,2.13,3,0,62.800000000000004,321.0,601.3
3702,167,1,0,160.6,110.0,27.3,185.2,120,15.74,120.2,104.0,5.41,9.1,4,2.46,1,1,50.910000000000004,338.0,475.1
3703,138,1,0,261.1,96.0,44.39,170.9,120,14.53,118.09,89.0,5.3145,5.7,0,1.54,3,1,65.7745,305.0,555.7900000000001
3704,88,0,0,138.7,92.0,23.58,205.8,73,17.49,247.9,119.0,11.16,9.8,5,2.65,1,0,54.879999999999995,289.0,602.2
3705,119,0,0,226.6,126.0,38.52,143.6,107,12.21,118.09,123.0,5.3145,12.1,5,3.27,1,0,59.3145,361.0,500.39
3706,31,0,0,229.1,120.0,38.95,172.4,79,14.65,243.6,102.0,10.96,11.0,4,2.97,3,0,67.53,305.0,656.1
3707,102,0,0,157.4,83.0,26.76,118.2,102,10.05,160.4,92.0,7.22,11.4,5,3.08,0,0,47.11,282.0,447.4
3708,149,1,25,185.6,109.0,31.55,167.3,89,14.22,171.6,100.0,7.72,10.7,3,2.89,1,1,56.379999999999995,301.0,535.2
3709,138,0,0,217.2,73.0,36.92,190.8,127,16.22,133.5,97.0,6.01,5.7,3,1.54,4,0,60.69,300.0,547.2
3710,118,0,0,183.1,128.0,31.13,241.0,93,20.49,211.1,108.0,9.5,12.5,4,3.38,0,0,64.5,333.0,647.7
3711,167,0,34,218.5,89.0,37.15,160.7,76,13.66,181.6,76.0,8.17,5.7,5,1.54,4,0,60.519999999999996,246.0,566.5
3712,130,0,0,143.8,76.0,24.45,274.8,103,23.36,194.7,105.0,8.76,12.3,1,3.32,0,0,59.89,285.0,625.5999999999999
3713,140,1,0,143.0,100.0,24.31,193.4,89,16.44,118.09,81.0,5.3145,12.3,8,3.32,4,1,49.3845,278.0,466.79
3714,101,0,36,147.2,105.0,25.02,168.8,96,14.35,165.3,118.0,7.44,13.0,4,3.51,1,0,50.32,323.0,494.3
3715,134,0,32,224.0,75.0,38.08,118.2,103,10.05,211.6,80.0,9.52,10.7,5,2.89,2,0,60.53999999999999,263.0,564.5000000000001
3716,88,1,0,132.9,132.0,22.59,208.2,82,17.7,260.5,67.0,11.72,14.4,9,3.89,2,1,55.900000000000006,290.0,615.9999999999999
3717,118,0,0,160.3,110.0,27.25,118.2,92,10.05,130.7,119.0,5.88,10.5,4,2.84,0,0,46.019999999999996,325.0,419.7
3718,93,0,21,213.8,103.0,36.35,257.7,72,21.9,218.4,114.0,9.83,7.2,6,1.94,1,0,70.02000000000001,295.0,697.1000000000001
3719,167,0,0,248.2,128.0,42.19,211.2,96,17.95,147.1,117.0,6.62,10.0,6,2.7,2,0,69.46,347.0,616.5
3720,137,0,25,174.6,88.0,29.68,243.8,118,20.72,259.7,103.0,11.69,12.2,3,3.29,3,0,65.38,312.0,690.3
3721,3,0,23,205.5,102.0,34.94,209.5,83,17.81,182.3,99.0,8.2,6.4,4,1.73,0,0,62.67999999999999,288.0,603.6999999999999
3722,137,0,0,209.1,104.0,35.55,189.4,96,16.1,214.4,83.0,9.65,14.8,4,4.0,3,0,65.3,287.0,627.6999999999999
3723,42,0,0,251.1,81.0,42.69,178.3,106,15.16,184.6,90.0,8.31,12.7,5,3.43,0,0,69.59,282.0,626.7
3724,58,0,0,187.6,113.0,31.89,217.4,115,18.48,139.7,92.0,6.29,9.8,5,2.65,3,0,59.31,325.0,554.4999999999999
3725,55,0,36,197.5,89.0,33.58,228.7,141,19.44,313.4,121.0,14.1,16.551000000000023,2,4.470200000000005,1,0,71.5902,353.0,756.151
3726,69,0,0,221.6,88.0,37.67,231.8,87,19.7,211.7,116.0,9.53,8.6,9,2.32,1,0,69.22,300.0,673.6999999999999
3727,100,0,0,200.7,145.51000000000022,34.12,290.8,127,24.72,186.7,105.0,8.4,10.2,9,2.75,1,0,69.99,386.5100000000002,688.4000000000001
3728,86,0,0,212.8,79.0,36.18,118.2,145,10.05,152.3,67.0,6.85,11.9,3,3.21,2,0,56.28999999999999,294.0,495.2
3729,105,0,0,213.3,99.0,36.26,153.1,79,13.01,227.9,98.0,10.26,10.8,5,2.92,1,0,62.449999999999996,281.0,605.1
3730,111,0,0,177.1,102.0,30.11,249.1,102,21.17,153.3,67.0,6.9,8.8,4,2.38,2,0,60.56,275.0,588.3
3731,75,0,0,229.2,67.0,38.96,142.8,107,12.14,291.6,109.0,13.12,8.5,5,2.3,0,0,66.52,288.0,672.0999999999999
3732,95,1,24,129.4,120.0,22.0,159.8,68,13.58,214.4,83.0,9.65,12.6,4,3.4,4,1,48.629999999999995,275.0,516.2
3733,137,0,0,203.1,97.0,34.53,132.0,76,11.22,250.9,94.0,11.29,9.2,4,2.48,4,0,59.519999999999996,271.0,595.2
3734,116,1,0,232.2,98.0,39.47,244.7,91,20.8,151.3,69.0,6.81,10.6,1,2.86,4,1,69.94,259.0,638.8000000000001
3735,125,0,0,138.5,96.0,23.55,159.7,117,13.57,212.7,91.0,9.57,7.7,3,2.08,2,0,48.77,307.0,518.6
3736,65,0,0,189.3,74.0,32.18,205.3,90,17.45,228.2,78.0,10.27,8.5,9,2.3,3,0,62.2,251.0,631.3
3737,100,1,0,254.2,97.0,43.21,262.0,88,22.27,256.3,82.0,11.53,13.6,6,3.67,0,1,80.67999999999999,273.0,786.1
3738,70,0,0,176.5,85.0,30.01,119.2,93,10.13,227.7,90.0,10.25,8.7,5,2.35,1,0,52.74,273.0,532.1
3739,67,0,0,234.3,111.0,39.83,206.4,87,17.54,157.3,101.0,7.08,5.8,9,1.57,3,0,66.02,308.0,603.8
3740,50,0,36,147.3,75.0,25.04,244.8,74,20.81,216.9,101.0,9.76,13.2,3,3.56,2,0,59.17,253.0,622.2
3741,42,0,0,171.0,129.0,29.07,183.9,96,15.63,130.2,90.0,5.86,5.7,6,1.54,0,0,52.1,321.0,490.8
3742,103,0,34,240.6,92.0,40.9,204.2,99,17.36,297.0,82.0,13.37,12.7,9,3.43,4,0,75.06,282.0,754.5
3743,90,0,0,114.4,108.0,19.45,232.8,147,19.79,198.1,78.0,8.91,8.9,3,2.4,0,0,50.55,336.0,554.1999999999999
3744,66,0,0,113.9,112.0,19.36,271.8,106,23.1,216.7,95.0,9.75,15.6,3,4.21,2,0,56.42,316.0,618.0000000000001
3745,22,0,0,180.0,67.0,30.6,207.0,106,17.6,182.8,111.0,8.23,8.3,6,2.24,1,0,58.67,290.0,578.0999999999999
3746,147,0,35,110.8,123.0,18.84,199.2,81,16.93,212.9,77.0,9.58,8.9,4,2.4,2,0,47.75,285.0,531.8
3747,57,0,26,138.7,99.0,23.58,134.5,105,11.43,261.7,95.0,11.78,13.0,5,3.51,2,0,50.3,304.0,547.9
3748,7,0,33,211.8,99.0,36.01,170.9,110,14.53,244.2,125.0,10.99,11.2,4,3.02,2,0,64.55,338.0,638.1
3749,85,0,0,234.5,113.0,39.87,237.3,116,20.17,122.7,110.0,5.52,12.9,3,3.48,4,0,69.03999999999999,342.0,607.4
3750,92,0,0,240.2,86.0,40.83,118.2,79,10.05,156.6,121.0,7.05,7.5,4,2.03,1,0,59.959999999999994,290.0,522.5
3751,92,0,0,222.4,105.0,37.81,164.0,129,13.94,233.3,113.0,10.5,9.9,8,2.67,1,0,64.92,355.0,629.6
3752,133,0,0,113.3,137.0,19.26,160.2,103,13.62,228.8,98.0,10.3,10.1,7,2.73,2,0,45.910000000000004,345.0,512.4
3753,134,0,0,107.0,145.51000000000022,18.19,220.0,116,18.7,149.8,108.0,6.74,7.2,3,1.94,2,0,45.57,372.5100000000002,484.0
3754,66,0,31,163.2,106.0,27.74,267.9,108,22.77,172.6,100.0,7.77,9.7,5,2.62,1,0,60.89999999999999,319.0,613.4
3755,65,0,0,193.8,113.0,32.95,151.7,106,12.89,208.9,94.0,9.4,12.6,3,3.4,3,0,58.64,316.0,567.0000000000001
3756,102,0,0,143.7,82.0,24.43,170.9,83,14.53,310.9,112.0,13.99,9.8,1,2.65,2,0,55.6,278.0,635.3
3757,101,1,0,169.5,117.0,28.82,212.0,111,18.02,204.0,120.0,9.18,9.7,1,2.62,0,1,58.64,349.0,595.2
3758,115,0,36,184.1,67.0,31.3,159.4,104,13.55,193.3,121.0,8.7,13.3,3,3.59,0,0,57.14,295.0,550.0999999999999
3759,111,0,33,154.0,122.0,26.18,207.3,123,17.62,186.2,105.0,8.38,10.8,8,2.92,1,0,55.10000000000001,358.0,558.3
3760,121,0,0,166.3,114.0,28.27,138.8,130,11.8,215.3,108.0,9.69,10.4,9,2.81,2,0,52.56999999999999,361.0,530.8000000000001
3761,108,0,0,108.6,128.0,18.46,318.651,97,27.0851,173.6,67.0,7.81,9.3,6,2.51,0,0,55.8651,298.0,610.151
3762,63,0,25,230.3,82.0,39.15,165.6,96,14.08,227.7,125.0,10.25,9.0,2,2.43,1,0,65.91,305.0,632.6
3763,59,0,36,200.1,67.0,34.02,126.0,78,10.71,146.3,123.0,6.58,10.6,5,2.86,1,0,54.17,273.0,483.0
3764,82,0,0,179.2,95.0,30.46,228.9,95,19.46,187.7,100.0,8.45,13.2,2,3.56,1,0,61.93,292.0,609.0
3765,110,0,0,129.5,94.0,22.02,118.2,96,10.05,154.3,110.0,6.94,9.9,5,2.67,3,0,41.68,305.0,411.9
3766,85,0,0,164.0,111.0,27.88,229.4,108,19.5,220.7,105.0,9.93,9.3,2,2.51,1,0,59.82,326.0,623.4
3767,46,0,0,230.7,117.0,39.22,186.2,84,15.83,182.2,109.0,8.2,9.2,4,2.48,2,0,65.73,314.0,608.3
3768,44,0,0,207.2,90.0,35.22,178.6,76,15.18,182.0,74.0,8.19,5.7,0,1.54,0,0,60.13,240.0,573.5
3769,167,0,0,171.9,99.0,29.22,249.2,95,21.18,174.9,81.0,7.87,12.5,4,3.38,1,0,61.65,279.0,608.5
